id,qid1,qid2,question1,question2,is_duplicate
765,1531,1532,Whenever its about “her” its a very special feeling. Tried hard to forget her but she's alwys spcl. Should I stop talking to her even as a friend ?,How should I stop thinking about someone?,0
767,1535,1536,How has the vertebral column anatomy changed through time?,"When calculating bullet spin; MV X 12 (twist rate in inches) X 60=RPM, does distance to target matter?",0
768,1537,1538,Which acoustic bass guitar is the best?,How do you go about maintaining an acoustic bass guitar?,0
769,1539,1540,Which universities in the US offer more management content in the management information systems curriculum?,Which universities in the US offer a more technical content in the management information systems curriculum?,0
770,1541,1542,My maths have become extremely weak and I am in class 12th. How can I improve my maths so that I can clear my JEE exams next year?,"I want to do a BBA. I only got 62% in class 12 (non maths). I am taking 1 year drop for the entrance exam of Symbiosis, GGSIPU, etc. Should I also give an improvement next year?",0
771,1543,1544,"What is a ""function"" in the context of functional programming?",What is functional programming?,0
774,1549,1550,How is the word 'valiant' used in a sentence?,How is the word 'contorted' used in a sentence?,0
775,1551,1552,Why I feel dizzy when I am playing some 3D games but others do not make me feel like this? Are there any tricks in developing 3D games to avoid this?,3D Rad: How can I make a mission-based game?,0
776,1553,1554,How do payroll companies make money?,How companies make money?,0
777,1555,1556,What are the most underrated and overrated movies you've seen?,What are the most overrated movies?,0
778,1557,1558,For what use cases do you think deep learning and neural networks overkill and simpler models work better in practice?,"In deep Q learning, how we update the weight in neural network?",0
780,1561,1562,Will a Fitbit accurately track my activity if I am riding a bike?,What is the most accurate wearable item for activity  on the market today (i.e. Jawbone or Fitbit)?,0
782,1565,1566,Which free online language classes would allow me to go from 0 to fluent in Portuguese given their provided courses of study?,Suggest me some free online courses that provides certificates?,0
783,1567,1568,How do the PM and Prez get women?,I worked for 1month and absconded from accenture within bond period will they take any legal action?will it effect when joining other company?,0
786,1573,1574,What if I shift my job from e-commerce to cloud computing?,What computer science courses should I take If I want to join a product based or e-commerce company?,0
788,1577,1578,What is the name of the song in which picturized on Madhuri Dixit and Ranbir Kapoor and is from which movie?,What is the name of the song in which Salman Khan teases Madhuri Dixit by using a slingshot and is from which movie?,0
789,1579,1580,What is the function of nucleoplasm in a plant cell?,What is the function of centrosomes in plant cells?,0
792,1585,1586,Could CAT exam and MAT exam take place on same day (4th December 2016)?,Is it necessary to learn vedic maths and spending time on short tricks for cat 2016 exam?,0
793,1587,1588,What mythical creatures are in the Bible?,What do mythical creatures eat?,0
794,1589,1590,"Which one is good: oral, anal, or vaginal sex?","We had consensual sex, then he forced me into having anal sex. If I press charges, will the fact that I consented to sex vaginally ruin my case?",0
795,1591,1592,"What are the winter weather conditions like in Cincinnati, OH?",What is the weather like during winter in Tel Aviv?,0
797,1595,1596,How do we improve reading skills of children?,How do I improve my reading skill?,0
799,1599,1600,Do you lose nutrients & calories when you have diarrhea?,"Will eating 2,000 calories a day make me lose weight?",0
801,1603,1604,What is the benefit of going Walking every morning?,Bollywood industry doesn't encourage outsiders? For ex outsiders may get one or at max two chances whereas star kids get multiple chances to perform?,0
802,1605,1606,Are there any martial artists who started later in life and went on to become champions?,What are the pros and cons of bringing a small claims case before the People's Court on TV?,0
804,1609,1610,Which framework should i choose for cross-platform mobile development?,What cross-platform should I choose while developing a mobile application for an enterprise?,0
807,1615,1616,What area of games programming is most mathematically involved and suited to a math major?,"If one was to go about learning Python to be able to apply it to his area of study (Major in Chem minor in Math), what applications of Python could be most useful when applying for a job?",0
808,1617,1618,What are the differences between larceny and robbery?,What is the difference between the words burglary and robbery?,0
809,1619,1620,Is graph theory counted as a prerequisite for machine learning?,Is Graph Theory a nice-to-have course to have for machine learning?,0
810,1621,1622,What are the best schools to study Natural language Processing in India?,Which are the best schools for studying natural language processing?,0
811,1623,1624,Will Ted Cruz supporters vote for Donald Trump?,Will Donald Trump support Ted Cruz for president?,0
813,1627,1628,"Is there a ""blind trust"" provision for American Presidents, and how is it enforced?",Who will be the new American president? Why,0
814,1629,1630,How do I make a girl who is a newly joined junior in my college to fall in love with me?,What do you have to do to become an airline pilot?,0
816,1633,1634,How many words are actually needed to learn for the GRE and what is the correct method to prepare for the GRE verbal? ?,How can I get best score in GRE?,0
818,1637,1638,What are some of your own personal Moon in the 3rd House stories and experiences?,What are some of your own personal Jupiter in the 1st house stories and experiences?,0
820,1641,1642,Is government liasioning legal in India?,Is UberMoto legal in India?,0
821,1643,1644,"What's the meaning of ""I gotta take a shit!""?","What does ""I fancy you"" mean?",0
822,1645,1646,What is the best place to celebrate New Year 2017 in Hyderabad?,Which is the best place to celebrate New Year 2015 in Hyderabad?,0
823,1647,1648,What is working hard (not in terms of studying)?,What is working hard in terms of studying?,0
824,1649,1650,Can I upgrade Windows 32 bit to 64 bit Windows 8.1?,I have Windows 7 32 bit. Can I upgrade to 64 bit Windows 10 (since it's a free upgrade)?,0
826,1653,1654,Why is Timbaland famous?,Which brand of drums does Timbaland use?,0
829,1659,1660,What are common required and elective courses in agriculture?,What are common required and elective courses in philosophy?,0
831,1663,1664,Who is capable of ending Google's monopoly in search?,Will Google's virtual monopoly in web search ever end? When?,0
832,1665,1666,Can an auto immune disease cause insomnia?,What causes Auto Immune diseases?,0
833,1667,1668,Does GTA IV work in Windows 7?,Does GTA IV work on Windows 10?,0
838,1677,1678,Why do you love her?,What do you love? Why?,0
839,1679,1680,I missed the IIT. What should I do?,"When should I expect my joining date for Accenture, The timeline shows its 24 dec 2016 and I havent recieved any updates from the Organisation?",0
841,1683,1684,How can one improve a credit score by 100 points?,Which army would win if fights occured between US troops from WW2 and US troops from Vietnam war?,0
843,1687,1688,Who is the most powerful character in Skyrim apart from Alduin?,Who would win the Dovahkiin from Skyrim or Kylo ren?,0
844,1689,1690,Can a Muslim guy date a non Muslim girl? Is it based on how religious the individual is or are there other factors to it?,What do non-Muslims expect from Muslims?,0
845,1691,1692,What are your comments on this picture?,What can I comment to my girlfriend's pictures?,0
846,1693,1694,When are the roads most slippery during rain?,During rain what should I do for precautions of flooding road?,0
847,1695,1696,How do you prove the Heisenberg uncertainty principle experimentally?,What's the easiest way to prove the Heisenberg uncertainty principle?,0
851,1703,1704,What's it like dating a gangster?,I'm 51 can I date a man in his 30's?,0
853,1707,1708,How do I get over the fear of everything?,How do I get over my fears?,0
854,1709,1710,Which city in India has the best weather?,Which city in Argentina has the best weather?,0
857,1715,1716,Does my life hold any significance to the world/universe?,"Do we truly have any purpose in life? Or do we create a purpose to make ourselves feel significant in the very vast world, or to make ourselves feel that our existence in the vast world is required?",0
860,1721,1722,How do you get a micro SIM card out of an iPhone 4?,Does an iPhone 4 use a micro SIM card?,0
862,1725,1726,"If one of the people catches feelings, in an established friends with benefits arrangement, how can we drop the feelings going forward?","In an age where we constantly see the best of other people's work and lives, how do we not feel dissatisfied with our own work and lives?",0
864,1729,1730,"If climate change scientists are right, why do they worry so much about public relations and packaging?",What kinds of rude comments will a man get in the United States if he dates a woman 30 years younger than him?,0
865,1731,1732,What is the main reason for all the problems in India?,"If Frances Farmer (the actress) was still around today, what would she think about Donald Trump?",0
866,1733,1734,What is a good substitute for milk in macaroni and cheese?,What are some good cheese substitutes for Havarti cheese?,0
867,1735,1736,How can constipation cause dizziness?,Can constipation cause dizziness?,0
868,1737,1738,"Is it possible to make doctor's review app using which patients can share anonymously all treatment given by that doctor, suggested medicines,?",What is the warranty period of the Mi In-Ear Headphones Pro?,0
870,1741,1742,What are the best films that take place in one room?,I want to get thrilled. Which movie should I watch?,0
871,1743,1744,Is it normal if your sperm doesn't shoot out during ejaculation?,How do I ensure that semen doesn't come out from my penis after I ejaculate?,0
873,1747,1748,"What's the next number in the series 1,1,1,2,2,2,6,6,6?","What would be the next number in the series-2,15,4,12,6,7? ...?",0
875,1751,1752,"I wish to start investing in Equity and Mutual Funds. Where should I open Demat account for best rates, transaction charges and so on? I am NRI.",I am 17 and I want to invest money in stock market where should I start?,0
878,1757,1758,"What should I major in (College) that won't leave me unemployed (other than Engineering, Law, Medicine)?",What should I do in a Group discussion when others keep fighting and won't let me talk even after I ask them to let me?,0
879,1759,1760,Who are the best custom kiosk manufacturers in India?,Who is the best manufacturer of customized kiosk in India?,0
881,1763,1764,Is there any architectural complex/center/forum/hub anywhere in the world? As a third space.,Is there any online software available for calculating the time and space complexity of a Java program in Big O?,0
882,1765,1766,How many keywords are there in AutoHotkey Scripting Programming Language in the latest version?,How many keywords are there in AutoIt script programming language in the latest version?,0
883,1767,1768,What is the hardest thing(s) about raising children in Ukraine?,What is the hardest thing(s) about raising children in Mexico?,0
884,1769,1770,What is the best source to learn stock market online?,What is the best presentation software for you tube video making (both paid and free)?,0
885,1771,1772,Why does India sabotage and badmouth all economic projects which its neighbouring counries have in the world?,Why does India always sabotage and badmouth all economic projects Pakistan have with other countries in the world?,0
886,1773,1774,What does a wet vagina feel like for a man?,Why does it feel like there is a ball in my vagina?,0
887,1775,1776,Will Thursday Night Football increase ratings for CBS on Thursday nights rather than the Big Bang Theory?,Why is The Big Bang Theory (TV series) so popular? Why is it so popular with mainstream viewers?,0
888,1777,1778,How can I grow taller at 17?,How can you increase your height?,0
894,1789,1790,I trust people very quickly and as a result always have been betrayed? What do I do not to trust people and still hold the relation simple?,Do you think trusting other people is wise enough after being betrayed by someone else?,0
895,1791,1792,Who are the best headhunters in Mumbai?,Who are the best headhunters?,0
896,1793,1794,What is the DHP vaccine for dogs for? Is it necessary?,Can rabies vaccine for humans be used for dog?,0
897,1795,1796,What are the differences between Asia and Africa? What are the similarities?,What is difference between Cableway and Ropeway?,0
899,1799,1800,Why is contract law important?,Why is maritime law so important?,0
900,1801,1802,When will moto G3 (Moto G 3rd gen 2015) get Android 7.0 (Nougat) update?,How long will I get OS updates on moto g3?,0
901,1803,1804,Prove that SNR of power = (SNR of voltage) sequare?,Do you get paid when you do fight companions on the JRE or is it just for fun/exposure?,0
902,1805,1806,What are the best riddles by the Riddler (Batman)?,Who was the best villain in the Nolan Batman films?,0
909,1819,1820,How do you cancel USAA auto insurance?,Auto insurance Broker fee in CALIFORNIA?,0
910,1821,1822,Why have I been so angry lately?,Why am I so angry?,0
911,1823,1824,"How do you form a hypothesis, since you haven't done any testing and don't have any test results yet?",Why do people who have done master's degrees in any field advise you not to do a master's?,0
912,1825,1826,What are the consequences of trolling?,What are some consequences of blackouts?,0
913,1827,1828,"I am frightened of Arvind kejriwal, he may kill me, What shall I do?",What is the risk of selling bitcoin and accepting credit card payment?,0
914,1829,1830,What disadvantages do Apple computers/laptops have over other brands?,Why do so many people in the US have an Apple-branded phone or laptop?,0
920,1841,1842,How realistic is it to get a second bachelors degree in Math as an international student holding a first bachelors degree in Accounnting?,A baby lion raised domestic to the age of 4 ( human years) can survive if he would be released in the wild?,0
921,1843,1844,How is it possible to believe in the Old Testament in which there is just one God and at the same time believe in Trinity?,Searching practical application of 6 bit adc?,0
924,1849,1850,Is Bihar really developing under mahagathbandhan sarkar?,Is Bihar developing under the leadership of Chief Minister Nitish Kumar?,0
925,1851,1852,How can homeopathic medicine not have side-effects?,What are the side effects of homeopathic medicines?,0
926,1853,1854,How do you determine what's a good investment brokerage and what's not?,Which is best music player under 5000 inr?,0
927,1855,1856,What is the scope of supply chain management in India?,"What is the future scope for procurement, logistics, operations and supply chain management?",0
928,1857,1858,Are the number of pistons equal to number of number of cylinders?,How do I join WikiLeaks?,0
931,1863,1864,How did you managed long distance relationship?,How can long distance relationships be successful?,0
932,1865,1866,What are the chances that I could just ask a rich person for a million dollars and actually have them give it to me?,I'm 26 and just hit 4 million dollars. I'm shooting for 40 by 35. Am I wrong thinking that living in the most expensive area of the country will give me better opportunities?,0
933,1867,1868,What happened to Hong Kong movies and TV drama? Why did they decline so much?,Will British citizens be allowed to move to the EU and live there after Brexit happens?,0
935,1871,1872,What are the best wallpaper apps for iPhones?,What's the best iPhone wallpaper?,0
936,1873,1874,"How do I deactivate the app ""App Lock""?",How do I recover the photos in app lock vault in an Android mobile?,0
937,1875,1876,In what format should I send book for printing?,Online test centers business?,0
940,1881,1882,What is rank at 550 marks in NEET 2016?,What will be my rank in NEET 2016 if my marks is 391?,0
941,1883,1884,Is the dynamic/flexi-pricing harsh on middle class people?,SEO or SMO which help to get more business?,0
942,1885,1886,Can I overdraft my Wells Fargo account?,What is Wells Fargo's overdraft policy?,0
944,1889,1890,How much do olympic gold medalists earn?,How much does an Olympic gold medalist earn in China?,0
947,1895,1896,Is it true that the cost of living in SV and the Bay Area is so high that new grads making 150k+ have a hard time finding affordable housing?,Does Amazon.com reduce the cost of living in high-cost-of-living areas like Silicon Valley?,0
948,1897,1898,What's the best school in the world?,What are the best schools in the world to study cinema?,0
950,1901,1902,What is value of 0?,Why does zero factorial (0!) equal one (1)?,0
955,1911,1912,What are symptoms of autism in kids?,What are the symptoms of autism in girls?,0
957,1915,1916,What is life without dreams?,Is life a dream or reality?,0
960,1921,1922,What are health benefits of red lentils?,What are the benefits of eating avocado?,0
961,1923,1924,What are some math related working models for class 10th?,How can I make a working model on maths?,0
963,1927,1928,What kind of animal did this?,What kind of animal are you?,0
964,1929,1930,How does Anil Ambani benefit from Rafel fighter jet deal?,What is bought more online?,0
965,1931,1932,Is YouTube Red's offline feature as good as downloading the video itself?,Is it possible to still have a decent credit rating after chapter 7?,0
970,1941,1942,"Considering your position as Secretary of State gave you insight into the US's drone program, what will you do to reform the targeting process?",What was your biggest challenge as Secretary of State?,0
971,1943,1944,What exactly is MIKE2.0 (in layman's terms)?,"What exactly is a framework, in layman's terms?",0
972,1945,1946,Why don't buffalo and the like evolve to band together against lions and cheetahs instead of run away?,Does okha express provide food?,0
974,1949,1950,How can I change my snapdeal account's mobile number?,How do I change the registered mobile number for the DBS bank account?,0
975,1951,1952,What are some tips on making it through the job interview process at S & T Bank?,What are some tips on making it through the job interview process at AT&T?,0
976,1953,1954,"What are the main imports and exports of Venezuela, and how does Venezuela's industry compare to Cuba's?","What are the main imports and exports of Venezuela, and how does Venezuela's industry compare to Bolivia's?",0
977,1955,1956,How did Lucifer and Gabrielle relate to each other?,"How do the roles of the CIA, the NSC, and other related organizations differ from each other, and relate to each other, now and in the past?",0
978,1957,1958,What are some good movies to watch?,What are the best movies to watch?,0
979,1959,1960,How do I install Cydia without jailbreak on iOS 9.3.5.?,Can you download Cydia on your device without jailbreaking it?,0
981,1963,1964,Why is 'fahrenheit 451'  perceived as dystopia?,Fahrenheit 451 (1953 book): What is Guy Montag's namesake?,0
982,1965,1966,What is your review of Love in Thoughts (2004 movie)?,What is your review of Love on the Rocks (2004 movie)?,0
984,1969,1970,Why am I only awkward with some people but not others?,Why do we get sea breezes in summer but rarely in winter?,0
986,1973,1974,How is the compensation system in Uber?,Customer Service: What is Uber's phone number?,0
987,1975,1976,Is it feasible for Flipkart to offer an EMI on debit cards? What are the different factors involved?,Is there any way to purchase a phone on EMI via Flipkart with only a debit card? How?,0
988,1977,1978,How do I define tasks vs milestones vs deliverables in an agile scrum methodology?,What is Agile and Scrum model?,0
990,1981,1982,Where can I buy meldonium in Canada?,Where can I buy meldonium in the U.S.?,0
992,1985,1986,"I accidentally took my blood pressure medicine twice, will I be ok?",Is 100/76 ok blood pressure?,0
993,1987,1988,Do you have any paranormal experience?,What are your best paranormal experiences?,0
994,1989,1990,Which 2G Band (900/1800Mhz) was sold during 2G spectrum scam?,"What exactly is the ""Vyapam"" scam? Why have so many died because of it?",0
995,1991,1992,I am a straight A student but have no motivation or will whatsoever to go to school. Can someone help me fight this?,"My fiancée died recently and it pains my heart, how do I learn to cope with this?",0
996,1993,1994,Which is the best shares to purchase and sale daily trading?,"In Sydney, which company would be the best to get advice for Business Sales & Purchases?",0
997,1995,1996,I and my girlfriends private partstouched each other.can she become pregenant?,Why most of the cosmetic products don't have price tags?,0
